ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Regular	notMP				Mramor, Dušan	M	-
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Pogačnik, Marko	M	1972
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Horvat, Jožef	M	1955
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Regular	MP	Levica	Združena levica	Opposition	Trček, Franc	M	1969
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Regular	MP				Bratušek, Alenka	F	1970
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Regular	MP	SMC	Stranka modernega centra		Kustec Lipicer, Simona	F	1976
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Tanko, Jože	M	1956
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Regular	MP	Levica	Združena levica	Opposition	Trček, Franc	M	1969
ParlaMint-SI_2016-04-18-SDZ7-Redna-18.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 18, 18.4.2016	2016-04-18	2016-04-18	Lower house	7		18			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
