ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	notMP				Kovač, Nataša	F	-
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hršak, Ivan	M	1957
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	SD	Socialni demokrati	Coalition	Han, Matjaž	M	1971
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	SMC	Stranka modernega centra	Coalition	Zorčič, Igor	M	1978
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	Levica	Levica	Opposition	Mesec, Luka	M	1987
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Horvat, Jožef	M	1955
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	SAB	Stranka Alenke Bratušek	Coalition	Kociper, Maša	F	1972
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Jurša, Franc	M	1953
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Krivec, Danijel	M	1965
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	LMŠ	Lista Marjana Šarca	Coalition	Golubović, Brane	M	1969
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	LMŠ	Lista Marjana Šarca	Coalition	Divjak Mirnik, Lidija	F	1973
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u24	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Polnar, Robert	M	1960
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u25	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u26	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	MP	Levica	Levica	Opposition	Mesec, Luka	M	1987
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u27	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u28	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	notMP				Kovač, Nataša	F	-
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u29	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u30	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2018-10-09-SDZ8-Izredna-10.u31	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 10, 9.10.2018	2018-10-09	2018-10-09	Lower house	8		10			Reference	Regular	notMP				Jakopič, Špela	F	-
