ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Regular	MP				Bratušek, Alenka	F	1970
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Regular	MP	SMC	Stranka modernega centra		Horvat, Mitja	M	1961
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Regular	notMP				Majcen, Irena	F	-
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Grims, Branko	M	1962
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-07-12-SDZ7-Redna-21.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 21, 12.7.2016	2016-07-12	2016-07-12	Lower house	7		21			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
