ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	Levica	Združena levica	Opposition	Mesec, Luka	M	1987
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Šircelj, Andrej	M	1959
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Grims, Branko	M	1962
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	notMP				Vraničar Erman, Mateja	F	-
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	Levica	Združena levica	Opposition	Tomić, Violeta	F	1963
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Horvat, Jožef	M	1955
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Logar, Anže	M	1976
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	notMP				Vraničar Erman, Mateja	F	-
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Horvat, Jožef	M	1955
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	Levica	Združena levica	Opposition	Kordiš, Miha	M	1989
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Hainz, Primož	M	1947
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Pogačnik, Marko	M	1972
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u24	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	notMP				Vraničar Erman, Mateja	F	-
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u25	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2015-11-17-SDZ7-Redna-13.u26	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 13, 17.11.2015	2015-11-17	2015-11-17	Lower house	7		13			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Horvat, Jožef	M	1955
