ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	notMP				Brecelj, Tina	F	-
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	SMC	Stranka modernega centra		Korenjak Kramar, Ksenija	F	1975
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Kotnik Poropat, Marjana	F	1944
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	SMC	Stranka modernega centra		Ban, Urška	F	1975
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Kovačič, Marija Antonija	F	1946
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	Levica	Levica		Tomić, Violeta	F	1963
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	SMC	Stranka modernega centra		Ban, Urška	F	1975
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	SD	Socialni demokrati		Veber, Janko	M	1960
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	SMC	Stranka modernega centra		Ban, Urška	F	1975
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	notMP				Renčelj, Gorazd	M	-
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	notMP				Logar, Andrej	M	-
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u24	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati		Horvat, Jožef	M	1955
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u25	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u26	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Kotnik Poropat, Marjana	F	1944
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u27	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2018-04-17-SDZ7-Izredna-60.u28	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 60, 17.4.2018	2018-04-17	2018-04-17	Lower house	7		60			Reference	Regular	MP	SD	Socialni demokrati		Nemec, Matjaž	M	1980
