ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	SMC	Stranka modernega centra		Škodnik, Ivan	M	1955
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Prikl, Uroš	M	1972
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Lah, Zvonko	M	1958
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	SMC	Stranka modernega centra		Murgel, Jasna	F	1970
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Godec, Jelka	F	1969
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Vilfan, Peter	M	1957
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Vilfan, Peter	M	1957
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Godec, Jelka	F	1969
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Vilfan, Peter	M	1957
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	SMC	Stranka modernega centra		Möderndorfer, Jani	M	1965
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	SD	Socialni demokrati	Coalition	Bačič, Marija	F	1947
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u24	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u25	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	Levica	Združena levica	Opposition	Kordiš, Miha	M	1989
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u26	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u27	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Dimic, Iva	F	1972
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u28	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u29	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP				Bon Klanjšček, Mirjam	F	1954
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u30	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u31	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Regular	MP	SMC	Stranka modernega centra		Tabaković, Saša	M	1981
ParlaMint-SI_2017-05-23-SDZ7-Redna-30.u32	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Regular Session 30, 23.5.2017	2017-05-23	2017-05-23	Lower house	7		30			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Nemec, Matjaž	M	1980
