ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Regular	notMP				Bertoncelj, Andrej	M	-
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Polnar, Robert	M	1960
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Horvat, Jožef	M	1955
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Regular	MP	SAB	Stranka Alenke Bratušek	Coalition	Bandelli, Marko	M	1967
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Chairperson	MP	LMŠ	Lista Marjana Šarca	Coalition	Heferle, Tina	F	1986
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Polnar, Robert	M	1960
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Chairperson	MP	LMŠ	Lista Marjana Šarca	Coalition	Heferle, Tina	F	1986
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Regular	MP	SNS	Slovenska nacionalna stranka	Opposition	Jelinčič, Zmago	M	1948
ParlaMint-SI_2019-11-19-SDZ8-Redna-13.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 13, 19.11.2019	2019-11-19	2019-11-19	Lower house	8		13			COVID	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
