ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SD	Socialni demokrati		Židan, Dejan	M	1967
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SDS	Slovenska demokratska stranka		Janša, Ivan Janez	M	1958
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SD	Socialni demokrati		Židan, Dejan	M	1967
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SAB	Stranka Alenke Bratušek		Kociper, Maša	F	1972
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	LMŠ	Lista Marjana Šarca		Heferle, Tina	F	1986
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Jurša, Franc	M	1953
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	LMŠ	Lista Marjana Šarca		Heferle, Tina	F	1986
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SNS	Slovenska nacionalna stranka		Šiško, Dušan	M	1969
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SD	Socialni demokrati		Židan, Dejan	M	1967
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP				Žiža, Felice	M	1963
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SD	Socialni demokrati		Židan, Dejan	M	1967
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SDS	Slovenska demokratska stranka		Krivec, Danijel	M	1965
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SD	Socialni demokrati		Židan, Dejan	M	1967
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	LMŠ	Lista Marjana Šarca		Golubović, Brane	M	1969
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka		Tanko, Jože	M	1956
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SD	Socialni demokrati		Han, Matjaž	M	1971
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka		Tanko, Jože	M	1956
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SMC	Stranka modernega centra		Zorčič, Igor	M	1978
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka		Tanko, Jože	M	1956
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	Levica	Levica		Mesec, Luka	M	1987
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka		Tanko, Jože	M	1956
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati		Horvat, Jožef	M	1955
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka		Tanko, Jože	M	1956
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u24	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SDS	Slovenska demokratska stranka		Janša, Ivan Janez	M	1958
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u25	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka		Tanko, Jože	M	1956
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u26	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SDS	Slovenska demokratska stranka		Logar, Anže	M	1976
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u27	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka		Tanko, Jože	M	1956
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u28	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	LMŠ	Lista Marjana Šarca		Divjak Mirnik, Lidija	F	1973
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u29	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka		Tanko, Jože	M	1956
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u30	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	Levica	Levica		Sukič, Nataša	F	1962
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u31	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka		Tanko, Jože	M	1956
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u32	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati		Dimic, Iva	F	1972
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u33	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Simonovič, Branko	M	1953
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u34	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SAB	Stranka Alenke Bratušek		Rajh, Andrej	M	1979
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u35	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Simonovič, Branko	M	1953
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u36	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SDS	Slovenska demokratska stranka		Godec, Jelka	F	1969
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u37	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Simonovič, Branko	M	1953
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u38	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SD	Socialni demokrati		Nemec, Matjaž	M	1980
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u39	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Simonovič, Branko	M	1953
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u40	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SMC	Stranka modernega centra		Sluga, Janja	F	1974
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u41	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Simonovič, Branko	M	1953
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u42	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	Levica	Levica		Kordiš, Miha	M	1989
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u43	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Simonovič, Branko	M	1953
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u44	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Regular	MP	SDS	Slovenska demokratska stranka		Pogačnik, Marko	M	1972
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.u45	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Regular Session 16, 3.3.2020	2020-03-03	2020-03-03	Lower house	8		16			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Simonovič, Branko	M	1953
