ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Regular	MP	Levica	Združena levica	Opposition	Trček, Franc	M	1969
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Godec, Jelka	F	1969
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Gantar, Tomaž	M	1960
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Regular	notMP				Kolar Celarc, Marija Milojka	F	-
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Gantar, Tomaž	M	1960
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Regular	MP	SD	Socialni demokrati	Coalition	Muršič, Bojana	F	1971
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Regular	MP	Levica	Združena levica	Opposition	Kordiš, Miha	M	1989
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Opposition	Vrtovec, Jernej	M	1985
ParlaMint-SI_2016-03-03-SDZ7-Izredna-29.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 29, 3.3.2016	2016-03-03	2016-03-03	Lower house	7		29			Reference	Chairperson	MP	SMC	Stranka modernega centra		Brglez, Milan	M	1967
