ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Simonovič, Branko	M	1953
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	notMP				Tonin, Matej	M	1983
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Simonovič, Branko	M	1953
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	SAB	Stranka Alenke Bratušek	Opposition	Bandelli, Marko	M	1967
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Simonovič, Branko	M	1953
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Jurša, Franc	M	1953
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Simonovič, Branko	M	1953
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	SNS	Slovenska nacionalna stranka		Jelinčič, Zmago	M	1948
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Simonovič, Branko	M	1953
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	SDS	Slovenska demokratska stranka	Coalition	Lenart, Jožef	M	1969
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	DeSUS	Demokratična stranka upokojencev Slovenije	Coalition	Simonovič, Branko	M	1953
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	LMŠ	Lista Marjana Šarca	Opposition	Medved, Rudi	M	1959
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka	Coalition	Tanko, Jože	M	1956
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	SD	Socialni demokrati	Opposition	Bevk, Samo	M	1956
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka	Coalition	Tanko, Jože	M	1956
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	SMC	Stranka modernega centra	Coalition	Gregorčič, Monika	F	1969
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka	Coalition	Tanko, Jože	M	1956
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	Levica	Levica	Opposition	Kordiš, Miha	M	1989
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka	Coalition	Tanko, Jože	M	1956
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Coalition	Horvat, Jožef	M	1955
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka	Coalition	Tanko, Jože	M	1956
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	Levica	Levica	Opposition	Kordiš, Miha	M	1989
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka	Coalition	Tanko, Jože	M	1956
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u24	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati	Coalition	Černigoj, Andrej	M	1983
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u25	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Chairperson	MP	SDS	Slovenska demokratska stranka	Coalition	Tanko, Jože	M	1956
ParlaMint-SI_2020-07-16-SDZ8-Izredna-43.u26	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 43, 16.7.2020	2020-07-16	2020-07-16	Lower house	8		43			COVID	Regular	notMP				Tonin, Matej	M	1983
