ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Regular	MP	SDS	Slovenska demokratska stranka	Opposition	Furman, Karmen	M	1980
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Regular	MP	SAB	Stranka Alenke Bratušek	Coalition	Starović, Vojko	M	1952
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Regular	MP	SNS	Slovenska nacionalna stranka	Opposition	Ivanuša, Jani	M	-
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Regular	notMP				Krajcar, Urban	M	-
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Chairperson	MP	SD	Socialni demokrati	Coalition	Židan, Dejan	M	1967
ParlaMint-SI_2019-10-17-SDZ8-Izredna-27.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 27, 17.10.2019	2019-10-17	2019-10-17	Lower house	8		27			Reference	Regular	notMP				Pliberšek, Tomaž	M	-
