ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	SMC	Stranka modernega centra		Cerar, Miro	M	1963
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	SNS	Slovenska nacionalna stranka		Jelinčič, Zmago	M	1948
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	notMP				Vraničar Erman, Mateja	F	-
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	LMŠ	Lista Marjana Šarca		Medved, Rudi	M	1959
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	LMŠ	Lista Marjana Šarca		Lenart, Jože	M	1960
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	SD	Socialni demokrati		Prednik, Jani	M	1987
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	SMC	Stranka modernega centra		Gregorčič, Monika	F	1969
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	Levica	Levica		Mesec, Luka	M	1987
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati		Horvat, Jožef	M	1955
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	SAB	Stranka Alenke Bratušek		Bandelli, Marko	M	1967
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u22	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Polnar, Robert	M	1960
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u23	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u24	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	SNS	Slovenska nacionalna stranka		Jelinčič, Zmago	M	1948
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u25	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u26	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	SDS	Slovenska demokratska stranka		Šircelj, Andrej	M	1959
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u27	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u28	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	Levica	Levica		Mesec, Luka	M	1987
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u29	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u30	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	Levica	Levica		Sukič, Nataša	F	1962
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u31	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u32	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	LMŠ	Lista Marjana Šarca		Pavšič, Robert	M	1972
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u33	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u34	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	notMP				Vraničar Erman, Mateja	F	-
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u35	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u36	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	SAB	Stranka Alenke Bratušek		Česnik, Peter Jožef	M	1945
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u37	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u38	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	Levica	Levica		Mesec, Luka	M	1987
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u39	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u40	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	LMŠ	Lista Marjana Šarca		Lenart, Jože	M	1960
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u41	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u42	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	Levica	Levica		Sukič, Nataša	F	1962
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u43	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u44	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	DeSUS	Demokratična stranka upokojencev Slovenije		Lep, Jurij	M	1958
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u45	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u46	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	Levica	Levica		Koražija, Boštjan	M	1974
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u47	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u48	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	NSi	Nova Slovenija – Krščanski demokrati		Horvat, Jožef	M	1955
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u49	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u50	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Regular	MP	LMŠ	Lista Marjana Šarca		Krajčič, Darij	M	1965
ParlaMint-SI_2018-07-19-SDZ8-Izredna-03.u51	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 3, 19.7.2018	2018-07-19	2018-07-19	Lower house	8		3			Reference	Chairperson	MP	NSi	Nova Slovenija – Krščanski demokrati		Tonin, Matej	M	1983
