adria airways je na redni progi ljubljana beograd začela leteti že leta  in je na tej liniji letela vse do začetka devetdesetih let prejšnjega stoletja z današnjim dnem je ta povezava spet vzpostavljena,positive
v adrii airways verjamemo da se bo linija uspešno razvijala saj bo v srbiji zaradi ukinitve vizumov povečan obseg aktivnosti na gospodarskem področju je povedal pomočnik direktorja prodaje in trženja adrie airways tomaž škofic,positive
adria airways bo srbskim potnikom preko ljubljane omogočila povezave v evropske prestolnice amsterdam bruselj dunaj koebenhavn frankfurt london münchen pariz stockholm varšavo zürich in v druga evropska mesta v sodelovanju s članicami združenja star alliance pa z več kot  destinacijami na svetu,positive
v veljavo je stopila novela zakona o davku na motorna vozila s katero se bo nove avtomobile obdavčilo glede na višino izpustov ogljikovega dioksida ne več glede na prostornino motorja,positive
najmanj bodo obdavčeni avtomobili ki ustvarjajo izpuste co v višini do  gramov na prevoženi kilometer in za gorivo uporabljajo bencin oziroma utekočinjen naftni plin najbolj pa tisti z več kot  grami izpustov co na kilometer in dizelskim gorivom,positive
če avtomobil uporablja kateri koli drug pogon vključno z električnim ali kombinacijo različnih pogonov hibridno vozilo se stopnja davka določi z upoštevanjem lestvice ki velja za vozila z bencinskim gorivom,neutral
pri tem velja omeniti da osnova za obračun davka ostaja prodajna cena v prehodnem obdobju do  januarja  pa bodo davčne stopnje nekaj nižje več podrobnosti s pojasnili je na voljo na spletni strani davčne uprave rs,neutral
za koliko se bodo zaradi novele zakona spremenile maloprodajne cene novih avtomobilov slovenski zastopniki avtomobilskih proizvajalcev oziroma avtomobilski prodajalci pred uvedbo novele niso želeli napovedovati več bodo pripravljeni povedati šele v tem tednu ko se bo zakon začel uporabljati in bodo objavili nove uradne cenike,neutral
pač pa so že pred začetkom uporabe novele opozorili da pri tem ne bo nekega avtomatizma torej da bi nižja obdavčitev določenih vozil samodejno pomenila tudi njihovo nižjo ceno in obratno vsak uvoznik bo cene oblikoval v skladu s svojo tržno strategijo ki je seveda tudi pod vplivom negativnih posledic krize,neutral
poglejte še katere avtomobile bo novi davek pocenil in katere podražil,neutral
v sloveniji je bilo ob koncu leta  brezposelnih več kot  ljudi kar je približno  odstotkov prebivalstva iskanje službe je zato postalo prava umetnost,neutral
nekateri pravijo da gre pri recesiji le za izgovor za odpuščanje delavcev a kakor koli že brez dela se je nenadoma znašlo veliko slovencev in dogaja se da tudi visoko izobraženi ne dobijo službe,neutral
kaj storiti če nenadoma ostanete brez službe,neutral
seveda je prva rešitev zavod za zaposlovanje in socialna podpora vendar pazite če sami podpišete svoj odhod iz službe potem pol leta ne morete prejeti nobenega denarnega nadomestila če ste spretni v podjetništvu lahko svoje znanje in veščine unovčite kot samostojni podjetnik,positive
večina pa službo išče preko oglasov in kadrovskih agencij ki vas povabijo na poglobljen razgovor znano je da zadostuje vsega deset sekund da si sogovornik o vas ustvari mnenje zato je prvi vtis na razgovoru izjemno pomemben,positive
preberite mnenja kadrovnikov katere lastnosti naj bi imel idealen kandidat,neutral
tako v vegradu kot v državni pdp pravijo da dogovori za rešitev podjetja še potekajo vse možnosti naj bi bile odprte ključno vlogo pa naj bi imele banke,neutral
glavna direktorica vegrada hilda tovšak,negative
vodstvo velenjskega gradbenega podjetja vegrad ki ima že mesec dni blokirane poslovne račune se z upniki to je bankami in dobavitelji pa tudi z lastniki in nadzornim svetom vseskozi intenzivno pogovarja o možnostih rešitve trenutno naj bi bile še vse možnosti odprte ključna pa je vloga bank,neutral
vegrad lahko sanira vodstvo podjetja z lastniki in sicer na podlagi načrta temeljitega poslovnega in finančnega prestrukturiranja podjetja na podlagi temeljite preučitve načrta se bo nlb odločila na kakšen način in v kakšnem obsegu bo s podjetjem poslovala v prihodnje,neutral
nlb,neutral
